_id,SYS_ID,APPLICATION_TYPE,IN_DATE,PLANNING_DISTRICT,WARD,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,REFERENCE_FILE,SUB_TYPE,WORK_TYPE,ZONING_REVIEW,ZONING_DESIGNATION,COMMUNITY,EMPLOYMENT_DISTRICT,DESCRIPTION,HEARING_DATE,TIME_OF_MEETING,MEETING_LOCATION,C_OF_A_DESCISION,ANYONE_OBJECT_AT_MEETING,APPEAL_EXPIRY_DATE,OMB_ORDER_DATE,OMB_DESCISION,NUMBER_OF_LOTS_CREATED,CONDITION_EXPIRY_DATE,STATUSDESC
1865400,3559451,MV,2014-05-29,North York,17,780,SHEPPARD,AVE,E,M2K,A445/14NY,All Other,New R Building,Waiver,RM1[WAIVER],North York,NA,"The proposal is to permit a stacked townhouse development at the rear of the site. Please be advised the subject property went before the Committee of Adjustment on July 23, 2014, DEFERRED SINE DIE in order to allow the applicant an opportunity to resolve the issues regarding the ownership of a portion of the east lot line. ","Aug 7, 2014",1:30 PM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Aug 27, 2014",NA,NA,NA,NA,OMB Appeal
1865401,3561597,CO,2014-06-02,Etobicoke York,03,98,FOCH,AVE, ,M8W,B33/14EYK,NA,Sever Lot,Preliminary Project Review,RM & R3 (ZR),NA,NA,To obtain consent to sever the property into two residential lots.,"Feb 12, 2015",2:00 p.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Approved,NA,"Mar 12, 2015",NA,NA,1,"Feb 20, 2016",Conditional Consent
1865402,3574997,MV,2014-06-20,North York,18,4,WEDGEPORT,PL, ,M2N,A510/14NY,New Res dwellings <= 3 units,New R Building,Waiver,R4 [WAIVER],North York,NA,To construct a new two-storey detached dwelling with an integral garage. The existing dwelling would be demolished. ,"Aug 7, 2014",10:00 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1865403,3582081,MV,2014-07-03,Scarborough,21,8,DEANVAR,AVE, ,M1R,A173/14SC,Add/Alt to Existing Res <= 3 units,R Addition,Waiver,Single Family Residential (S) & Residential Detached (RD) Zone,Wexford Community,NA,"The owner is proposing to construct a second suite in the basement of the existing house, and a 19 m2 shed in the rear yard. ","Aug 7, 2014",9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1865404,3590473,MV,2014-07-16,North York,15,230,GLENFOREST,RD, ,M4N,A573/14NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,"R2 Z0.6,R(f7.5;d0.6)x933(ZR)",Toronto,NA,To construct a new detached two-storey dwelling with an integral garage.  The existing dwelling would be demolished.,"Oct 22, 2014",3:30 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Nov 11, 2014",NA,NA,NA,NA,OMB Appeal
1865405,3597631,MV,2014-07-28,Scarborough,20,973,DANFORTH,RD, ,M1K,A193/14SC,Add/Alt to Existing Res <= 3 units,NR Addition,Preliminary Project Review,Residential Detached (RD) Zone & Single Family Residential (S) Zone ,Eglinton Community,NA,"This application is for variances to permit the existing two-storey storage building at the rear of the property to be converted into a single family dwelling, and to permit the construction of a 102 m2 ancillary building at the rear of the property to be used as a home occupation (artist's studio).",NA,9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1865406,3601417,MV,2014-08-01,North York,15,29,DONWOODS,DR, ,M4N,A622/14NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R3 / RD (f18.0; a690) (x871)(ZR),North York,NA,"To construct a new detached dwelling with an integral garage, as well as a new cabana in the rear. The existing dwelling and detached garage would be demolished. ","Dec 10, 2015",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Dec 30, 2015",NA,NA,NA,NA,OMB Appeal
1865407,3602314,MV,2014-08-05,North York,08,110,EDITH,DR, ,M4R,A625/14NY,New Res dwellings <= 3 units,New R Building,Waiver,R2 Z0.6/ R (waiver),Toronto,NA,To construct a new detached dwelling with an integral garage. The existing dwelling would be demolished. ,"Oct 22, 2014",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Deferred,NA,"Nov 11, 2014",NA,NA,NA,NA,Tentatively Scheduled
1865408,3602327,CO,2014-08-05,Etobicoke York,03,45,WINSLOW,ST, ,M8Y,B51/14EYK,NA,Sever Lot,Preliminary Project Review,RD & R2 (ZR),NA,NA,To obtain consent to sever the property into two residential lots.,"Oct 16, 2014",1:00 p.m.,"Boardroom, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Approved,NA,"Nov 13, 2014",NA,NA,1,"Oct 24, 2015",Conditional Consent
1865409,3606958,MV,2014-08-13,North York,18,201,PATRICIA,AVE, ,M2M,A653/14NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R6/RD(f12.0;a370)ZZC,North York,NA,To construct a new detached two-storey dwelling with an integral garage.  The existing dwelling would be demolished.,"Sep 17, 2014",3:30 p.m.,"Committee Rooms 3A & 3B, North York Civic Centre, 5100 Yonge St., M2N 5V7",Deferred,NA,"Oct 7, 2014",NA,NA,NA,NA,Tentatively Scheduled
1865410,3626130,MV,2014-09-16,North York,08,54,LATIMER,AVE, ,M5N,A738/14NY,Add/Alt to Existing Res <= 3 units,R Addition,Preliminary Project Review,RD (f7.5; d0.6) (x1410) / R1 [ZZC],Toronto,NA,"To construct a two-storey rear addition to the existing two-storey detached dwelling, along with a new rear deck. The existing detached garage would be demolished.","Nov 5, 2014",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",application closed,NA,"Nov 25, 2014",NA,NA,NA,NA,Notice Prepared
1865411,3635063,MV,2014-10-01,Scarborough,21,1720,MIDLAND,AVE, ,M1P,A256/14SC,All Other,Other,Waiver,Industrial (M) & Vehicle Service (VS) Zone [Waiver],Dorset Park Community,Dorset Park Employment District,This application is for variances to permit the existing vehicle repair garage to continue to operate on the property. ,NA,9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1865412,3654910,CO,2014-11-05,North York,15,51,BAYVIEW,WOOD, ,M4N,B064/14NY,NA,Sever Lot,Preliminary Project Review,R3/RD (f18.0; a690) (x798)[ZZC],North York,NA,To obtain consent to sever the property into two residential lots and to create an easement/right-of-way.  The proposed east lot is undersized in terms of lot frontage only.,"Jan 21, 2016",9:30 AM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Feb 17, 2016",NA,NA,1,NA,OMB Appeal
1865413,3654911,MV,2014-11-05,North York,15,51,BAYVIEW,WOOD, ,M4N,A867/14NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R3/RD (f18.0; a690) (x798)[ZZC],North York,NA,To construct a new two-storey dwelling. The existing dwelling would be demolished.,"Jan 21, 2016",9:30 AM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Feb 10, 2016",NA,NA,NA,NA,OMB Appeal
1865414,3654913,MV,2014-11-05,North York,15,51,BAYVIEW,WOOD, ,M4N,A868/14NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R3/RD (f18.0; a690) (x798)[ZZC],North York,NA,To construct a new two-storey dwelling. The existing dwelling would be demolished.,"Jan 21, 2016",9:30 AM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Feb 10, 2016",NA,NA,NA,NA,OMB Appeal
1865415,3656666,MV,2014-11-10,North York,18,271,POYNTZ,AVE, ,M2N,A881/14NY,New Res dwellings <= 3 units,New R Building,Waiver,RD (f15.0; a550) (x5) / R4 [WAIVER],North York,NA,"To construct a new two-storey detached dwelling with an integral, at grade, two car garage. The existing dwelling and detached garage would be demolished.","Jan 8, 2015",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Jan 28, 2015",NA,NA,NA,NA,OMB Appeal
1865416,3658439,MV,2014-11-13,North York,15,24,SUTHERLAND,DR, ,M4G,A890/14NY,New Res dwellings <= 3 units,New R Building,Waiver,RD (f12.0; a370; d0.6) / R1B [WAIVER],East York,NA,"To construct a new two-storey detached dwelling with an integral, below grade, one car garage. The existing dwelling and detached garage would be demolished. Please be advised this application was previously before the Committee of Adjustment on January 8, 2015. It was the decision of the Committee Members to DEFER the application SINE DIE at the request of the applicant in order to allow him an opportunity to meet with neighbours and discuss changes to the variances and submit revised plans. Please note the following changes from the previous Revised Public Hearing Notice dated February 23, 2015: the elimination of the front yard setback and lot frontage variances, the revision of the proposed floor space index to 0.68 times the area of the lot (By-law No. 569-2013) and a variance added for the proposal of a below grade garage. ","Mar 5, 2015",3:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Mar 25, 2015",NA,NA,NA,NA,OMB Appeal
1865417,3664599,CO,2014-11-26,North York,08,117,LEDBURY,ST, ,M5M,B073/14NY,NA,Sever Lot,Preliminary Project Review,R6/RD(x1463)(ZR),North York,NA,To obtain consent to sever the property for the purpose of a lot addition.,"Mar 26, 2015",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Deferred,NA,NA,NA,NA,1,NA,Tentatively Scheduled
1865418,3664612,MV,2014-11-26,North York,08,117,LEDBURY,ST, ,M5M,A930/14NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R6/RD (f12.0; a370) (x1463)(ZR),North York,NA,"To construct a new detached two-storey dwelling with an integral garage.  The existing dwelling would be demolished.  This application was deferred from the Committee of Adjustment hearing of March 26, 2015.","Sep 9, 2015",1:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",approved on condition,NA,"Sep 29, 2015",NA,NA,NA,NA,Tentatively Scheduled
1865419,3671628,MV,2014-12-10,North York,18,241,FLORENCE,AVE, ,M2N,A978/14NY,New Res dwellings <= 3 units,New R Building,Waiver,R6/RDRD (f12.0; a370) [WAV],North York,NA,To construct a new two-storey dwelling with an integral garage.  The existing dwelling would be demolished.,"Feb 5, 2015",11:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",approved on condition,NA,"Feb 25, 2015",NA,NA,NA,NA,Notice Prepared
1865420,3673501,MV,2014-12-15,North York,15,27,SALONICA,RD, ,M3C,A993/14NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R1(1)/RD (f30.0; a1100) (x971)[ZZC],North York,NA,"To construct a new two-storey dwelling with an integral garage. The existing dwelling would be demolished. Please be advised the subject property went before the Commitee of Adjustment on October 1, 2014, REFUSED, which sought variances related to lot coverage and access to a parking space on a flanking street.","Feb 5, 2015",2:00 PM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Feb 25, 2015",NA,NA,NA,NA,Refused
1865421,3674805,MV,2014-12-17,North York,08,379,GREER,RD, ,M5M,A1011/14NY,New Res dwellings <= 3 units,New R Building,Waiver,RD (f18.0; a690) / R3 [WAV],North York,NA,"To permit access to a parking space on a corner lot.  Please not a previous application (File # A623/14NY) with respect to the subject property was APPROVED, Wednesday, September 17, 2014, which sought variances to permit the construction of a new dwelling.","Feb 19, 2015",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",approved on condition,NA,"Mar 11, 2015",NA,NA,NA,NA,Notice Prepared
1865422,3676910,MV,2014-12-22,Etobicoke York,05,914,KEELE,ST, ,M6N,A778/14EYK,New Res dwellings <= 3 units,New NR Building,Preliminary Project Review,E 1.0 & IC (ZR),NA,NA,To construct a new detached dwelling with a detached garage.,"Apr 23, 2015",3:00 p.m.,"Council Chamber, York Civic Centre, 2700 Eglinton Av W, M6M 1V1",Approved,NA,"May 13, 2015",NA,NA,NA,NA,OMB Appeal
1865423,3677499,CO,2014-12-23,North York,06,101,REINER,RD, ,M3H,B080/14NY,NA,Lot Addition,Waiver,R6/RD(f12.0;a370)(x1463)(waiver),North York,NA,"To obtain consent to sever a portion of the land for the purpose of a lot addition to create a new building lot.  This application was deferred from the Committee of Adjustment hearing of March 5, 2015.","May 27, 2015",1:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved with Conditions,NA,"Jun 23, 2015",NA,NA,1,NA,Tentatively Scheduled
1865424,3677502,CO,2014-12-23,North York,06,99,REINER,RD, ,M3H,B081/14NY,NA,Lot Addition,Waiver,R6/RD(f12.0;a370)(x1463)(waiver),North York,NA,To obtain consent to sever a portion of the land for the purpose of a lot addition to create a new building lot.  ,"May 27, 2015",1:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved with Conditions,NA,"Jun 23, 2015",NA,NA,1,NA,Tentatively Scheduled
1865425,3679658,MV,2014-12-31,North York,06,46,TIMBERLANE,DR, ,M3H,A1047/14NY,Add/Alt to Existing Res <= 3 units,R Addition,Preliminary Project Review,R3 / RD (f15.0; a600)(x5)[ZZC],North York,NA,To construct a one-storey front addition to the existing one-storey dwelling.,"Feb 19, 2015",3:30 PM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",conditional approval,NA,"Mar 11, 2015",NA,NA,NA,NA,Hearing Scheduled
1865426,3684254,CO,2015-01-12,Scarborough,21,28,UNDERWRITERS,RD, ,M1R,B061/14SC,NA,Sever Lot,Waiver,NA,NA,NA,SEVER PORTION OF LANDS CONTAINING TRANSFORMER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1865427,3687285,MV,2015-01-19,North York,16,21,YEWFIELD,CRES, ,M3B,A0039/15NY,New Res dwellings <= 3 units,New R Building,Preliminary Project Review,R4/RD(f15.0; a550)(waiver),North York,NA,To construct a new two-storey dwelling with an integral garage.  The existing house will be partially demolished and reconstructed as a single family dwelling on one of the proposed lots (as outlined in the related  Committee of Adjustment application for severance - file number B0002/15NY).,"Apr 22, 2015",10:00 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"May 12, 2015",NA,NA,NA,NA,OMB Appeal
1865428,3687287,CO,2015-01-19,North York,16,21,YEWFIELD,CRES, ,M3B,B0002/15NY,NA,Sever Lot,Waiver,R4/RD(f15.0; a550)(waiver),North York,NA,"To obtain consent to sever the property into two residential lots. There are no variances requested for PART 1.  PART 2 complies in terms of lot frontage, but is undersized in terms of lot area.","Apr 22, 2015",10:00 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"May 19, 2015",NA,NA,1,NA,OMB Appeal
1865429,3692304,CO,2015-01-29,North York,08,519,BROOKDALE,AVE, ,M5M,B0004/15NY,NA,Lot Addition,Waiver,R6/RD(x1463)(ZR),North York,NA,To obtain consent to sever the property for the purpose of a lot addition.,"Mar 26, 2015",9:30 a.m.,"Council Chamber, York Civic Centre, 2700 Eglinton Av W, M6M 1V1",Deferred,NA,NA,NA,NA,1,NA,Tentatively Scheduled
1865430,3694982,CO,2015-02-05,Etobicoke York,03,18,ASH,CRES, ,M8W,B4/15EYK,NA,Other,Waiver,RD & RS (Waiver),NA,NA,To obtain consent to sever the property into two undersized residential lots.  ,"Jul 30, 2015",3:00 p.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Refused,NA,"Aug 27, 2015",NA,NA,NA,NA,Refused
1865431,3707179,MV,2015-03-02,North York,18,96,MADAWASKA,AVE, ,M2M,A0220/15NY,New Res dwellings <= 3 units,New R Building,Waiver,R4/RD (f15.0; a550)(x5)[WAV],North York,NA,To construct a new two-storey dwelling with an integral garage. The existing dwelling would be demolished.,"Apr 23, 2015",9:30 AM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Deferred,NA,"May 13, 2015",NA,NA,NA,NA,Tentatively Scheduled
1865432,3707800,MV,2015-03-03,North York,15,15,OAKLEY,PL, ,M2P,A0223/15NY,Add/Alt to Existing Res <= 3 units,R Addition,Preliminary Project Review,R2(3)/RD(f21.0;a975)(x502)(ZR),North York,NA,To construct a new detached two-car garage.,"Apr 23, 2015",9:30 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"May 13, 2015",NA,NA,NA,NA,OMB Appeal
1865433,3713497,MV,2015-03-16,North York,15,73,LAIRD,DR, ,M4G,A0288/15NY,All Other,Other,Waiver,E1.0 / M1 M2 [WAIVER],East York,NA,To permit the addition of a fourth fuel storage tank on the property ancillary to the data processing centre and to relocate six parking spaces.,"May 7, 2015",11:00 a.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Deferred,NA,"May 27, 2015",NA,NA,NA,NA,Tentatively Scheduled
1865434,3713570,CO,2015-03-16,Etobicoke York,03,60,ALBRIGHT,AVE, ,M8W,B17/15EYK,NA,Sever Lot,Preliminary Project Review,RM & R3 (ZR),NA,NA,To obtain consent to sever the property into two undersized residential lots.,"Jun 4, 2015",3:00 p.m.,"Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Approved,NA,"Jul 2, 2015","Jul 08, 2015",NA,NA,"Jul 07, 2016",Conditional Consent
1865435,3721123,CO,2015-03-30,Scarborough,25,838,MEADOWVALE,RD, ,M1C,B020/15SC,NA,Sever Lot,Waiver,Single Family (S) & Residential Detached (RD) [Waiver],Highland Creek Community,NA,This application is for consent to sever land from the rear of 838 Meadowvale Road and combine it with land on the north side of Pythagoras Drive to create three residential lots for detached dwellings. The proposed lots are shown on the attached Draft R-Plan and are described as follows:,"Nov 12, 2015",9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",Approved,NA,"Dec 7, 2015",NA,NA,3,"Nov 16, 2016",Conditional Consent
1865436,3721358,MV,2015-03-31,Toronto East York,10,58,CLAREMONT,ST, ,M6J,A0331/15TEY,Add/Alt to Existing Res <= 3 units,R Addition,Preliminary Project Review,R(d1.0)(x806) & R4 Z1.0(ZZC),Toronto,NA,"To alter the two-storey coach house known municipally as 11 St.Mathias Place by constructing a third storey addition, and a rear third storey deck.","May 27, 2015",3:30 p.m.,"Committee Room 2, Second Floor, Toronto City Hall, 100 Queen St W, M5H 2N2",Approved,No,"Jun 16, 2015",NA,NA,NA,NA,OMB Appeal
1865437,3724594,MV,2015-04-07,North York,16,939,LAWRENCE,AVE,E,M3C,A0359/15NY,All Other,Other,Waiver,C3(8) [WAV],North York,NA,To legalize and facilitate the continued operation of the existing Regional Shopping Centre.,"Jun 8, 2017",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",approved,NA,"Jun 28, 2017",NA,NA,NA,NA,Hearing Scheduled
1865438,3744372,MV,2015-05-08,Scarborough,22,0,BONIS,AVE, ,   ,A160/15SC,All Other,Other,Waiver,NA,Tam O'Shanter Community,NA,Proposal to apply parking ratios as per Policy Area 4 (PA4) as no Policy Area is currently assigned.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1865439,3751093,MV,2015-05-19,North York,18,84,HOLMES,AVE, ,M2N,A0476/15NY,New Res dwellings <= 3 units,New R Building,Waiver,RD (f15.0; a550) (x5) / R4 (WAIVER),North York,NA,"To construct a new detached two-storey dwelling with an integral garage. The existing dwelling would be demolished. Please be advised this application was previously before the Committee of Adjustment on July 9, 2015. It was the decision of the Committee to DEFER the application SINE DIE, in order to allow the applicant an opportunity to add a variance.","Oct 1, 2015",2:00 p.m.,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Approved,NA,"Oct 21, 2015",NA,NA,NA,NA,OMB Appeal
1865440,3751987,MV,2015-05-20,North York,08,75,LYTTON,BLVD, ,M4R,A0479/15NY,Add/Alt to Existing Res <= 3 units,R Addition,Preliminary Project Review,R1 Z0.35/RD (f15.0; d0.35) (x1409)[ZZC],Toronto,NA,"To construct a new two-storey addition to the rear south portion of the existing three-storey dwelling. The applicant is also proposing to construct a new detached garage at the rear of the property. The existing rear one-storey addition and detached garage would be demolished. Please be advised the subject property went before the Committee of Adjustment on April 22, 2014, APPROVED, which sought variances related to building length, exterior main wall height, Floor Space Index, side yard setback and Gross Floor Area.","Jul 9, 2015",9:30 AM,"Council Chamber, North York Civic Centre, 5100 Yonge St., M2N 5V7",Refused,NA,"Jul 29, 2015",NA,NA,NA,NA,OMB Appeal
1865441,3753867,MV,2015-05-22,Scarborough,22,255,VILLAGE GREEN,SQ, ,   ,A180/15SC,All Other,Other,Waiver,CR - Commercial/Residential [Waiver],NA,South Agincourt Employment District,"Block 7 is a multiphase Condominium development consisting of 2 towers (named Avani 1 and 2) with shared condominium podium and parking facilities.  The Committee of Adjustment approved variances in September 2011 for two towers, one 35 storey tower and another 29 storey tower (A134/11SC).  These lands are subject to the provisions of Zoning By-law No. 24982 and Site Specific By-law No. 1380-2007, the height increase is in compliance with the existing zoning.  However the applicant will require a variance for dwelling units and parking. ","Jul 16, 2015",9:30 a.m.,"Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,"Aug 5, 2015",NA,NA,NA,NA,Tentatively Scheduled
